标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,任务类型
【广告片/MV】15秒 MG动画 制作,https://task.epwk.com/436515/,2620人,1人,¥600,圆满完成,mf133****0716,1、画面醒目，颜色明亮！颜色明亮！颜色明亮！一定不要出现黑色、灰色等暗色！   2、配音配乐轻快，有一个前后重复的广告提示音，看完听完视频，通过15秒的广告让人可以迅速记住品牌。   3、因为15秒很短，动画效果主要以文字动画为主，不要出现人物景物动画，动画的过度效果尽量简单，使一个画面的文字停留时间可以长一点。画面要以文字为主体，不要把文字放在小框里面。   4、注意细节，画面内的文字排版整齐，logo不要超出画框外。   5、请详细阅读以上信息，并按照要求执行，谢谢！,2016-07-26,2016.08.03,任务编号：436515,600.0,1天,四川省-成都市-锦江区,成都零矩文化传播有限公司,https://shop.epwk.com/78n966zexnkv/,成都零矩文化传播有限公司,出售服务,https://shop.epwk.com/78n966zexnkv/chushou/,企业,五品,40分,,,成都零矩文化传播有限公司,,后期制作,价格面议,海报设计,"￥600
            /件",宣传片制作,"￥5000
            /件",视频动画制作,"￥5000
            /件",广告片/MV
【创意短视频】3dmax鸭绿江长白山建模贴图,https://task.epwk.com/435928/,1894人,4人,¥1000,圆满完成,思颖设计,3dmax鸭绿江长白山建模贴图,2016-07-23,2016.08.22,任务编号：435928,1000.0,"5天,7天,10天","河南省-郑州市-二七区,辽宁省-沈阳市-市辖区,北京市-北京市",魔影视觉文化传播,https://shop.epwk.com/81n4114gonp6/,魔影视觉文化传播,出售服务,https://shop.epwk.com/81n4114gonp6/chushou/,企业,四品,38分,,,魔影视觉文化传播,,视频动画,价格面议,,,,,,,创意短视频
【创意短视频】公司金融业务Motion graphic短片制作,https://task.epwk.com/435452/,1314人,1人,¥18300,圆满完成,高冷的西柚,公司业务介绍短片，片长4分钟，制作内容为金融服务类业务的动画介绍，MG风格，要求配音。,2016-07-21,2016.08.29,任务编号：435452,18300.0,18天,福建省-福州市-鼓楼区,屏山1号,https://shop.epwk.com/rp5z4q0ejdx3/,,,,,,,,,,,,,,,,,,,创意短视频
【FLASH制作】影视flash制作,https://task.epwk.com/433550/,1427人,1人,¥300,圆满完成,gcb7530,我动态提供一组数字，要求这组数字所对应的动物按顺序上车。,2016-07-12,2016.07.29,任务编号：433550,300.0,7天,北京市-北京市-昌平区,Ashojun,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,FLASH制作
【FLASH制作】7分半flash动画制作,https://task.epwk.com/433516/,2876人,16人,¥3000,圆满完成,思颖设计,有样片，提供百分之八十的源文件,2016-07-12,2016.08.04,任务编号：433516,3000.0,"9天,7天,20天,7天,15天,5天,7天,5天,10天,7天,7天,15天","上海市-市辖区-杨浦区,辽宁省-锦州市-市辖区,北京市-北京市-朝阳区,陕西省-西安市-雁塔区,广东省-深圳市-宝安区,河南省-郑州市-二七区,上海市-上海市-普陀区,河北省-张家口市-蔚县,广东省-广州市-荔湾区,云南省-昆明市-官渡区,安徽省-合肥市-市辖区,浙江省-湖州市-吴兴区",像素猫工作室（Pixel-Cat Artwork）,https://shop.epwk.com/4rn8qqmxwngm/,,,,,,,,,,,,,,,,,,,FLASH制作
【创意短视频】2个简单的动画动作,https://task.epwk.com/433488/,1976人,4人,¥300,圆满完成,大脑锻炼中心,制作两个简单的动画动作。第1个动作：一个人平躺着滚动360度。第2个动作如下：1、从下蹲姿式起（双手抱在胸前，手呈握拳状），2、把上臂伸到头顶向上伸直，手掌从拳头变成展开，3、边收臂边站立（把手再次收回到胸前，手掌从展开变回握拳状，把腿直立起来），4、再把腿收起来，回到下蹲的姿式。3d、卡通、人物图形均可，黑色背景。15日交稿。,2016-07-12,2016.07.15,任务编号：433488,300.0,"2天,10天,6天","甘肃省-兰州市-城关区,广东省-广州市-荔湾区,福建省-福州市-台江区",忠臣创意设计工作室,https://shop.epwk.com/0z5o418elnjq/,,,,,,,,,,,,,,,,,,,创意短视频
【创意短视频】原创音乐类电视栏目片头制作,https://task.epwk.com/433468/,1221人,1人,¥10000,圆满完成,wo01,原创音乐类电视栏目，10秒片头  片名< 新歌来啦 >.要实力强的服务商。,2016-07-12,2016.07.28,任务编号：433468,10000.0,10天,广东省-汕头市-金平区,广东金玄武品牌策划有限公司,https://shop.epwk.com/mod0446ll5yv/,广东金玄武品牌策划有限公司,出售服务,https://shop.epwk.com/mod0446ll5yv/chushou/,企业,六品,39分,,,广东金玄武品牌策划有限公司,,,,,,,,,,创意短视频
【视频定制】单线条视频动画制作,https://task.epwk.com/430875/,1445人,1人,¥4000,圆满完成,夜ly01,类似于火柴人那样的单线条动画，展示雇主和女友相识相爱的过程，3分钟左右。7.24号之前做好。,2016-06-29,2016.07.25,任务编号：430875,4000.0,14天,山东省-东营市-东营区,北纬三十七度影视传媒,https://shop.epwk.com/2j5xoow795xm/,,,,,,,,,,,,,,,,,,,视频定制
【图片处理】图片转矢量图,https://task.epwk.com/428199/,3467人,12人,¥200,圆满完成,weiyong8888,需要把这4幅图片转为矢量图。,2016-06-17,2016.06.29,任务编号：428199,200.0,"1天,2天,1天,1天,1天,3天,1天,2天,1天,2天,2天","山东省-济南市-长清区,福建省-厦门市-湖里区,湖南省-长沙市-芙蓉区,广东省-韶关市-曲江区,山东省-威海市-环翠区,云南省-昆明市-官渡区,广东省-深圳市-南山区,湖北省-武汉市-汉阳区,河南省-濮阳市-濮阳县,河南省-郑州市,湖北省-武汉市-汉阳区",水中映月视觉设计,https://shop.epwk.com/qgdmjjmy8dke/,水中映月视觉设计,出售服务,https://shop.epwk.com/qgdmjjmy8dke/chushou/,个人,七品,38分,,,水中映月视觉设计,,排版设计,价格面议,封面设计,价格面议,广告设计,价格面议,横幅设计,价格面议,图片处理
【图片处理】淘宝美工设计,https://task.epwk.com/428148/,4144人,22人,¥300,圆满完成,Mr158****7993,淘宝手机瑞装修，有现成模板，找一个会做图的，1天就可以完工了，进度快半天就好,2016-06-16,2016.06.24,任务编号：428148,300.0,"1天,3天,1天,300天,1天,2天,2天,20天,1天,2天,1天","广东省-深圳市-宝安区,湖南省-株洲市-荷塘区,云南省-昆明市-官渡区,北京市-北京市-东城区,河北省-石家庄市-栾城县,天津市-市辖区-南开区,福建省-福州市-晋安区,广东省-清远市-清城区,福建省-厦门市-思明区,广东省-广州市-海珠区,山东省-日照市",王子设计工作室,https://shop.epwk.com/rp5z414m8dx3/,,,,,,,,,,,,,,,,,,,图片处理
【广告片/MV】一款潜水仪器的动画展示,https://task.epwk.com/426892/,3160人,14人,¥3000,圆满完成,小树11,1、一款潜水仪器的动画展示2、3分钟左右3、仪器的尺寸有，使用场景有详细描述,2016-06-11,2016.06.26,任务编号：426892,3000.0,"7天,1天,15天,5天,10天,7天,7天,7天,5天,7天","江苏省-徐州市-新沂市,安徽省-合肥市-蜀山区,黑龙江-佳木斯市,浙江省-杭州市-滨江区,广东省-深圳市-宝安区,四川省-成都市-金牛区,四川省-成都市-金牛区,山西省-太原市,安徽省-蚌埠市-蚌山区,湖南省-长沙市-岳麓区",麻雀™品牌设计,https://shop.epwk.com/2j5jj366z5pz/,麻雀™品牌设计,出售服务,https://shop.epwk.com/2j5jj366z5pz/chushou/,企业,六品,40分,,,麻雀™品牌设计,,【麻雀™品牌设计】微电影制作 创意无限 满意为止,￥5000,【麻雀™品牌设计】全息视频制作 创意无限 满意为止,￥3000,【麻雀™品牌设计】企业宣传片制作 创意无限 满意为止,￥6000,【麻雀™品牌设计】LOGO设计 创意无限 满意为止,￥4000,广告片/MV
【配音配乐】视频短片制作,https://task.epwk.com/426473/,3445人,5人,¥2000,圆满完成,福州驰纳科技,90% 模仿http://www.aikaoen.com/ 视频宣传片 内容换掉,2016-06-08,2016.06.13,任务编号：426473,2000.0,"3天,5天,12天,7天,10天","上海市-市辖区-浦东新区,江苏省-徐州市-新沂市,山东省-潍坊市-寿光市,浙江省-杭州市-滨江区,北京市-北京市",上海叁瑟影视文化传播有限公司 sencese Vision  Desgin,https://shop.epwk.com/78dljxv1p5lx/,,,,,,,,,,,,,,,,,,,配音配乐
【企业宣传片】宣传片制作,https://task.epwk.com/422895/,3494人,9人,¥1200,圆满完成,桔米盛室数字科技,AE模板加素材拼接一个6分钟宣传 配音我们来提供。希望有实力的团队可以完成后期剪辑的任务。西安地区的优先考虑,2016-05-21,2016.06.03,任务编号：422895,1200.0,"3天,5天,1天,7天,3天,8天,10天","天津市-市辖区-西青区,北京市-北京市-朝阳区,四川省-成都市-武侯区,北京市-北京市-丰台区,福建省-福州市-仓山区,陕西省-渭南市-临渭区,北京市-北京市",666文化工作室,https://shop.epwk.com/7g5ykk7kkn0q/,,,,,,,,,,,,,,,,,,,企业宣传片
【创意短视频】动画头像视频制作,https://task.epwk.com/422007/,1713人,1人,¥1300,圆满完成,mf177****8092,卡通头像并且一致，由正常变成其它8种头像的GIF动画，配音，一张一张的做。,2016-05-17,2016.05.19,任务编号：422007,1300.0,4天,山东省-东营市-东营区,北纬三十七度影视传媒,https://shop.epwk.com/2j5xoow795xm/,,,,,,,,,,,,,,,,,,,创意短视频
【视频定制】4分钟短视频制作,https://task.epwk.com/420957/,3951人,5人,¥7600,圆满完成,lucookie,主要说明未来时代是APP时代，APP占据了人们生活的方方面面开篇需要有震撼，而且有互联网公司的活泼感，中间可以讲述APP在人们生活中的方方面面，哪怕睡觉都与APP有联系：如测试睡眠质量等等。最后再一次的震撼的感觉。配乐要合适。整个视频看完让人就有一股冲动，就是想马上去开发拥有一款APP的感受. 第二短视频要求有国际化 有震撼效果备注 4分钟短视频制作  2个短视频两个工作周期总的  十天,2016-05-11,2016.05.26,任务编号：420957,7600.0,"12天,15天,10天,10天,7天","重庆市-市辖区-南岸区,四川省-成都市-武侯区,广东省-惠州市-博罗县,北京市-北京市,湖南省-长沙市-岳麓区",重庆品点品牌设计有限公司,https://shop.epwk.com/zqdpll7z9n1v/,重庆品点品牌设计有限公司,出售服务,https://shop.epwk.com/zqdpll7z9n1v/chushou/,企业,四品,68分,,,重庆品点品牌设计有限公司,,企业宣传片/暖场视频会议/年会跟拍/,"￥5000
            /件",品点品牌 年货/食品/饮品/酒水/茶类化/妆品创新 创意 简约 时尚 平面 瓶形包装产品设计,"￥2500
            /次",品点品牌 总监操刀 专业设计定制 金融服务 企业 物流建筑建材地产 文化艺术活动 影视媒体 商业logo,"￥1200
            /件",,,视频定制
【后期制作】修改一款行车记录仪视频,https://task.epwk.com/418744/,3411人,5人,¥200,圆满完成,文邦广告设计,修改一款行车记录仪视频，只有换换公司名，及公司LOGO就好，把所有出现的其他公司名和LOGO全部换成真俊的，具体要求可以我联系,2016-04-29,2016.05.10,任务编号：418744,200.0,"3天,2天,1天","辽宁省-大连市-中山区,浙江省-宁波市-江东区,天津市-市辖区-西青区",奥品视觉文化传媒有限公司,https://shop.epwk.com/9w56ee8v3dv1/,,,,,,,,,,,,,,,,,,,后期制作
【后期制作】后期制作,https://task.epwk.com/418784/,5808人,1人,¥30000,圆满完成,o5722d84fa0663,现有一片子需要剪辑,2016-04-29,2016.04.29,任务编号：418784,30000.0,30天,浙江省-杭州市-江干区,悦颂文化,https://shop.epwk.com/qgdmjjroydke/,悦颂文化,出售服务,https://shop.epwk.com/qgdmjjroydke/chushou/,企业,三品,40分,,,悦颂文化,,三维动画制作,价格面议,宣传片制作,2000,"动画短片,flash,mg,片头片尾动画",价格面议,微信运营推广,价格面议,后期制作
【广告片/MV】制作一个功能性毛巾（抗菌）的宣传视频一期,https://task.epwk.com/414590/,2683人,9人,¥5440,圆满完成,maojin,需要制作一个功能性毛巾（抗菌）的宣传视频视频长度是三分钟之内视频应用于终端卖场宣传和视频网站上,2016-04-07,2016.05.04,任务编号：414590,5440.0,"10天,15天,20天,3天,30天,7天","上海市-市辖区-普陀区,山东省-济南市-历下区,江苏省-苏州市-昆山市,江苏省-徐州市-新沂市,广东省-深圳市-宝安区,浙江省-杭州市-江干区",上海菁欣文化传播有限公司,https://shop.epwk.com/3gd2mmegpner/,上海菁欣文化传播有限公司,出售服务,https://shop.epwk.com/3gd2mmegpner/chushou/,企业,六品,40分,,,上海菁欣文化传播有限公司,,专业会议视频,￥9800,,,,,,,广告片/MV
【图片处理】幅面效果图制作,https://task.epwk.com/412225/,1300人,2人,¥1000,圆满完成,mf139****2862,一共五张图，详情Q再沟通,2016-03-26,2016.03.28,任务编号：412225,1000.0,"2天,30天","广东省-深圳市-宝安区,江苏省-南通市-市辖区",简尚工业设计,https://shop.epwk.com/9w56ee79kdv1/,,,,,,,,,,,,,,,,,,,图片处理
【图片处理】帮我制作两张图片,https://task.epwk.com/412110/,1232人,1人,¥200,圆满完成,wangfan三三,帮我制作两张图片，希望能尽快完成。文案我会提供。任务比较急，请尽快完成。,2016-03-25,2016.03.28,任务编号：412110,200.0,2天,广东省-汕头市-潮南区,TWO B YOUNG设计工作室,https://shop.epwk.com/78n9691o8nkv/,,,,,,,,,,,,,,,,,,,图片处理
【FLASH制作】按照附件要求制作一个软件界面及操作展示的FLASH视频,https://task.epwk.com/409945/,1793人,6人,¥800,圆满完成,罗宾,1、按照附件要求制作一个软件界面及操作展示的FLASH视频，软件界面都全部设计好，需要把点击动作、操作过程用动画展示出来就行了。2、需要为整个演示流程加上配音演说和字幕，适当使用一些吉祥物、人物或手指、符号之类的配搭，使演示过程更加有趣。3、动画展示需要转化为MP4视频，视频为1080P。,2016-03-15,2016.03.24,任务编号：409945,800.0,"5天,3天,1天,10天,5天","陕西省-西安市-碑林区,广东省-广州市-天河区,安徽省-合肥市-蜀山区,广东省-广州市-荔湾区,北京市-北京市-东城区",桔米盛室文化,https://shop.epwk.com/j7n383j4o5e1/,,,,,,,,,,,,,,,,,,,FLASH制作
【配音配乐】个人视频简历制作,https://task.epwk.com/408646/,2446人,1人,¥300,圆满完成,小菠萝no1,个人视频简历制作，具体详情电话或者QQ联系。,2016-03-09,2016.03.11,任务编号：408646,300.0,3天,浙江省-宁波市-江东区,宁波新瑞影视,https://shop.epwk.com/mod044v4r5yv/,宁波新瑞影视,出售服务,https://shop.epwk.com/mod044v4r5yv/chushou/,企业,四品,40分,,,宁波新瑞影视,,宣传片,"￥1
            /次",微电影,"￥1
            /次",LOGO,"￥1
            /次",VI,"￥1
            /次",配音配乐
