标题,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【其他家装服务】93平米新房室内装修设计（施工图和效果图）,4246人,14人,1000-3000元,圆满完成,其他家装服务,幸福的风仔,"电话沟通不方便，直接投标或者通过站内联系。谢谢！一、基本情况及要求：1、户型大小：套内建筑面积93平米，三房二厅一卫，层高2.8米，南侧带户外私家花园60M2，户型结构及平面图见附图，图中黑色墙体为已建且不可拆（中标后本人会提供的房屋土建、水电暖安装CAD电子图纸和毛坯房内各部位详细照片、视频等资料）。2、设计内容：包括室内所有装饰工程，含灯光照明、强弱电、给排水工程及家具平面布置、装饰品摆设等，不含私家花园。3、期望风格：现代简约、时尚温馨，轻装修、重装饰，注重环保，总体设计一定要尽量使视野空间显得开阔，最佳利用空间。4、装修投资：10W元左右。5、强电：根据功能和设计，给出各房间照明及开关设计，并预留足够的电源插座。6、弱电：客厅、主卧、次卧、书房均预留网线、有线电视接口，客厅预留电话线接口。7、其它要求：（1）因层高原因，卧室不吊顶，客餐厅过道采用局部吊顶设计，主调明亮，客厅大气，卧室温馨。（2）为避免色彩单调，客餐厅、卧室、书房墙面可局部采用壁纸，家具、柜子、门整体颜色不可过暗。（3）须有玄关隔断造型设计，所有衣柜、沙发、餐桌椅采用定制。（4）主卧安置1.8米床，主卧室与衣帽间衔接处设计要自然平顺。（5）次卧安置1.5米床，书房布置榻榻米、衣柜、书架、电脑桌，榻榻米与飘窗台面平齐连接。（6）客厅电视背景墙贴壁纸，布置在西侧，顶部预留隐藏式投影电动幕布收纳空间。（7）厨房与餐厅之间设置玻璃推拉门隔断，冰箱长度93CM、宽度67CM,，考虑冰箱合理摆放位置。（8）阳台西侧墙下部为洗衣机、上部为太阳能热水器，考虑包封和冷热水管路走向，卫生间考虑能否摆放小型浴缸。（9）主卧飘窗采用理石台面，卧室地面用木地板，客餐厅、阳台地面采用浅色瓷砖（铺地考虑区域分割和拼花）。（10）设计时须考虑室外私家花园的水、电接口预留。（11）主、次卧室和书房分别安装空调挂机，客厅安装空调柜机，需考虑位置和用电负荷。  (12) 作品要求原创，设计师亦可针对户型提出好的合理化建议。二、中标条件：1、符合基本的功能要求及预算要求，切合实际、简约时尚的设计方案，设计方案一定要符合传统风水，设计图纸详尽、便于施工。2、必须体现设计师针对此装修独有的设计理念的设计方案，请勿提供简单堆砌模型渲染出的效果图或与本户型无任何相似性的参考图片。3、设计师能够对设计方案根据双方交流进行合理、及时修改，可以先出平面布置图和关键的效果图作为参考，但作品中标后必须要有施工图和各部位效果图。三、 中标后须提供的资料：1、详细施工图纸一套（平面设计图CAD格式），含装修平面图、吊顶图、立面装修图、地板布置图、强弱电路图（弱电包括电话、网络、电视）、电源插座、电源开关控制布置、地面防水处理、给排水路图、冷热水路图、主要立面图、节点大样图等，各平面、立面图必须详细注明各个构件名称、具体位置和尺寸及所采用的材料，有高差变化时须注明标高。2、各部位效果图：客厅、餐厅、厨房、主次卧室、书房、衣帽间、阳台及卫生间等使用3D制作的效果图；要能清楚的看到各角度的墙面、地面及吊顶；效果图纸应包括每个房间（家具、电器和灯饰的摆放)及通道的效果。3、一份具体的采购主材和辅材的详细清单及参考价格，设计所选用的材料应尽量在本地市场上能购买的到。4、需提供主要的施工工艺说明及施工注意事项的说明资料。总之，设计师所提供的资料必须达到施工队完全可按照图纸所提供的方案进行装修施工的要求。温馨提醒：任务征集期间，交易双方交流可通过一品威客站内信、任务交流区联系雇主！",2016-02-29,2016.03.22,任务编号：406842,1500.0,"5天,8天,5天,7天,5天,10天,1天","广东省-广州市-番禺区,吉林省-白城市-洮北区,江西省-吉安市-吉州区,四川省-成都市,山东省-济南市-天桥区,江苏省-连云港市-灌南县,北京市-北京市-西城区",广州恒毅装饰设计工作室,工作室,五品,40分,,,展厅装修设计,价格面议,幼儿园全园设计,价格面议,家居设计,价格面议,家居设计,价格面议,家居设计,价格面议,,价格面议,包装设计,价格面议,包装设计,价格面议,家具设计,价格面议
【庭院设计】庭院景观装置设计,2585人,3人,2万-5万元,圆满完成,庭院设计,o552bcbad4cfa7,具体联系沟通,2016-02-22,2016.02.25,任务编号：405903,30000.0,"5天,3天,15天","福建省-泉州市,安徽省-合肥市-包河区,北京市-北京市-海淀区",福建福洋家具定制,,,,,,,,,,,,,,,,,,,,,,,
【其他家装服务】婚房设计,3241人,21人,1000元以内,圆满完成,其他家装服务,o56c7d1950f940,因为婚期将至，不打算大动工土，希望在家具跟墙壁上达到想要的结果，要求简洁，大方，时尚是农村自建的二楼，入门是客厅向阳，紧靠入门右手边是洗手间，入门正对是厨房，紧挨着厨房是次卧。主卧室是进入客厅后右手边家具基本上都得买，换。,2016-02-20,2016.03.01,任务编号：405566,800.0,"5天,3天,5天,5天,4天,10天,10天,2天,5天,6天,7天","江苏省-连云港市-灌南县,山东省-济南市-历下区,甘肃省-兰州市,河北省-石家庄市-井陉县,四川省-成都市-新都区,云南省-昆明市-呈贡区,山东省-济南市-天桥区,贵州省-遵义市-汇川区,河北省-张家口市-桥东区,广东省-东莞市,广东省-广州市-番禺区",金蝉设计工作室,工作室,五品,40分,,,现代风格带点北欧元素,"￥1000
            /套",简欧设计,￥1,地中海效果图,￥1000,室内设计,￥2000,出效果图,"￥300
            /件",,"￥500
            /次",装修,"￥1500
            /次",,,,
【效果图设计】143平方室内中式设计,2987人,22人,1000-3000元,圆满完成,效果图设计,sangtianbao,三室两厅两卫，要求中式设计，,2016-02-14,2016.03.04,任务编号：404627,1500.0,"15天,12天,10天,7天,15天,5天,5天,6天,8天,7天,15天","广东省-广州市-番禺区,浙江省-宁波市-市辖区,江苏省-连云港市-灌南县,江苏省-徐州市-云龙区,广东省-广州市-天河区,北京市-北京市-门头沟区,重庆市-市辖区-巴南区,广东省-东莞市-东莞市,辽宁省-沈阳市-沈河区,江苏省-徐州市-新沂市,浙江省-宁波市-江东区",广州恒毅装饰设计工作室,工作室,五品,40分,,,展厅装修设计,价格面议,幼儿园全园设计,价格面议,家居设计,价格面议,家居设计,价格面议,家居设计,价格面议,,价格面议,包装设计,价格面议,包装设计,价格面议,家具设计,价格面议
【办公空间】132个平方办公室装修设计,3639人,12人,1000-3000元,圆满完成,办公空间,Mr159****4082,办公室由现有两间商铺改造.里面是毛坯房.需要重新装修...两个商铺可以打通.期中B房高度为5.35米..所以 我想把B房改成一个两层的复式.二楼可以做成会议室或员工休息区...如果有不懂的可以联系我本人.,2016-01-30,2016.02.24,任务编号：404045,1000.0,"5天,7天,15天,20天,3天,10天,7天,10天,5天","上海市-市辖区-普陀区,江苏省-连云港市-灌南县,四川省-成都市,浙江省-杭州市-萧山区,河北省-张家口市-桥西区,北京市-北京市,四川省-成都市-新都区,广东省-广州市-番禺区,山东省-青岛市-即墨市",懿筑装饰,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】500平米建筑外观效果图,2785人,1人,1000元以内,圆满完成,单身公寓设计,leiliui0428,我目前想建设一个二层房间，单层面积500平米。建筑材料部分选用钢化玻璃，实现在外部方便参观。先画出一个大体的外部图形即可，内部不需要设计。,2016-01-13,2016.04.08,任务编号：401400,300.0,7天,上海市-市辖区-闸北区,MDH设计,,,,,,,,,,,,,,,,,,,,,,,
【其他家装服务】cad平面图修改,4269人,8人,1000元以内,圆满完成,其他家装服务,mf188****0826,将视口外的尺寸数做到视口内，尺寸做足,2015-12-29,2016.01.06,任务编号：399157,150.0,"1天,7天,3天,3天,1天,1天,6天","上海市-市辖区-长宁区,四川省-成都市-武侯区,广东省-广州市-海珠区,山东省-济南市,江西省-赣州市-南康市,河北省-秦皇岛市-海港区,河南省-安阳市-文峰区",如是设计,,,,,,,,,,,,,,,,,,,,,,,
【办公空间】室内店铺设计,3955人,13人,1000-3000元,圆满完成,办公空间,mf185****1158,本人有3室1厅的120平方的房子需要装修理发店，需要设计图纸,2015-11-21,2015.12.11,任务编号：392689,2000.0,"7天,3天,7天,10天,3天,5天,8天,3天,3天","河南省-南阳市-卧龙区,北京市-北京市-丰台区,广东省-深圳市-宝安区,广东省-深圳市-福田区,江西省-九江市-湖口县,上海市-市辖区,安徽省-蚌埠市-龙子湖区,陕西省-西安市,山东省-德州市-德城区",灵域深化设计,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】空间效果图设计,2658人,11人,3000-5000元,圆满完成,效果图设计,mf135****7727,1.200平儿童培训机构空间效果图设计2.我们有手绘的平面布局图，需要出效果图，整体风格参考我们有，就是运用在整体上统一风格。要深圳的设计师。,2015-10-26,2015.11.12,任务编号：387492,5000.0,"5天,8天,20天,10天,5天,5天,8天","广东省-深圳市-龙岗区,广东省-深圳市-宝安区,江西省-赣州市-章贡区,陕西省-西安市-碑林区,海南省-海口市-美兰区,四川省-成都市-青羊区,福建省-厦门市-思明区",桔米盛室文化,,,,,,,,,,,,,,,,,,,,,,,
【其他家装服务】二手房改造,5002人,32人,1000元以内,圆满完成,其他家装服务,mf139****3077,改造厨房和餐厅，手指区域。,2015-10-15,2015.11.12,任务编号：385177,300.0,"1天,4天,10天,7天,15天,5天,7天,3天,3天,3天","云南省-玉溪市-市辖区,北京市-北京市-门头沟区,广东省-深圳市-福田区,广东省-深圳市,广东省-深圳市,辽宁省-沈阳市-和平区,贵州省-贵阳市-云岩区,山东省-淄博市-张店区,吉林省-长春市-二道区,广东省-佛山市-顺德区",创颖室内设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【其他家装服务】158平米四室二厅新房装修设计,4418人,25人,1000-3000元,圆满完成,其他家装服务,o561b2d3e2c21f,风格：简美、时尚，布局：轻装、重饰，环保为主基本情况：1、大小：产权面积为158平方米，使用面积（套内面积）不确定，四房二厅二卫，框架结构（户型不打算大的改动）2、 设计内容：包括室内所有装饰工程，含灯光照明、强弱电、给排水工程及家具平面布置等。3、 期望风格：简美、时尚风情、整洁明亮。4、 居住：一家三口.5、总体设计一定要尽量使空间显得开阔，要求最佳利用空间，注意收纳处理。房间分布要求有主卧房、儿童房、客房、书房、衣帽及杂物间6、强电：根据功能和设计，请给出各房间照明建议。7、弱电：客厅、主卧、次卧、书房均需有网线、有线电视接口。8、 其它要求：客厅和餐厅不打算吊顶；书房、衣帽及杂物间设计在一间房里；小卫不与主卧连起来，方便小朋友共用；厨房不考虑开放式，油烟机也可采用分体式，厨房个人觉得小了点，看能否合理设计安排。尽量节省空间，房子在5楼采光比较好，双阳台。装修全部费用预算在15W二、 中标条件：（对交稿要求）1、 设计需符合要求的设计理念的方案。2、 设计资料：设计说明阐述设计理由，设计图纸详尽、便于施工。3、 竞标人员以原平面图为基础，先出平面图和立面的较复杂部位的立面图，标好色彩和材料及施工工艺，修改同意后再出效果图三、 中标后须提供的资料：1、 平面、立面图：要求详细注明各工作区和功能区名称；有高差变化时须注明标高；2、需列一份具体的采购主材和辅材的详细清单及参考价格（由于本人对材料完全不懂），由于本人装修不赶时间，可能装修周期会比较长，要求设计师对设计的方案根据双方交流能随时进行合理、及时修改，并给出采购建议。 3、 需附有主要的施工工艺说明及施工注意事项的说明资料；4、 装修配置选用原则：配置材料或设计选用的同档次材料应尽可能在市场上能购买（个别位置除外）。5、 效果图：客餐厅、卧室、进门过道；要能清楚的看到各角度的墙面、地面及吊顶；效果图纸应包括每个房间（家具、电器和灯饰的摆放)及通道的效 果；均需使用3D制作。必须要有详细施工图纸一套（平面设计图（CAD格式），装修平面图，吊顶图，立面装修图，地板布置图、强弱电路图（弱电包括电话、 网络、电视），电灯插座、开关控制布置，地面防水处理、给排水路图，主要立面图，节点大样图等 .总之，我拿着上述资料找到施工队就可以完全按方案装修。,2015-10-12,2016.01.04,任务编号：384352,1000.0,"10天,5天,30天,5天,7天,10天,1天,7天,9天,7天,7天","广东省-广州市-番禺区,广东省-佛山市-顺德区,贵州省-安顺市-普定县,北京市-北京市-丰台区,江西省-上饶市,辽宁省-大连市-甘井子区,安徽省-蚌埠市-淮上区,陕西省-西安市,江西省-赣州市,福建省-福州市-仓山区,浙江省-金华市-婺城区",广州恒毅装饰设计工作室,工作室,五品,40分,,,展厅装修设计,价格面议,幼儿园全园设计,价格面议,家居设计,价格面议,家居设计,价格面议,家居设计,价格面议,,价格面议,包装设计,价格面议,包装设计,价格面议,家具设计,价格面议
【其他家装服务】室内装修设计,2728人,3人,1000元以内,圆满完成,其他家装服务,eilayyi,1、水电图2、吊顶图3、客厅餐厅和主卧效果图各一张4、主调明亮，卧室温馨客厅大气5、厨房为打灶施工6、客卫设计蹲便，不要淋浴房7、主卧设计坐便，浴缸8、关于效果图：要求平面或者3D，客厅餐厅必须要一张，其他平面即可。9、现代简约装修风格,2015-10-12,2015.10.21,任务编号：384367,799.0,"10天,3天","广东省-广州市-番禺区,广东省-广州市-白云区",广州恒毅装饰设计工作室,工作室,五品,40分,,,展厅装修设计,价格面议,幼儿园全园设计,价格面议,家居设计,价格面议,家居设计,价格面议,家居设计,价格面议,,价格面议,包装设计,价格面议,包装设计,价格面议,家具设计,价格面议
【效果图设计】新房装修效果图设计,2588人,7人,1000元以内,圆满完成,效果图设计,mf158****0837,1信息：104方，三房、简约风格2需求：6张效果图，一份施工图，一份报表（含购买材料型与数量等）3周期：10天,2015-09-26,2015.10.12,任务编号：382090,600.0,"10天,10天,5天,10天,5天,7天","广东省-广州市-番禺区,安徽省-蚌埠市-五河县,四川省-成都市-双流县,广东省-惠州市,河南省-郑州市-中原区,山东省-济南市",广州恒毅装饰设计工作室,工作室,五品,40分,,,展厅装修设计,价格面议,幼儿园全园设计,价格面议,家居设计,价格面议,家居设计,价格面议,家居设计,价格面议,,价格面议,包装设计,价格面议,包装设计,价格面议,家具设计,价格面议
【单身公寓设计】建面76.5平米两室家装效果图和施工图制作,3013人,10人,1000-3000元,圆满完成,单身公寓设计,美元同盟工厂,建面76.5平米两室家装，现代简约风格设计，实用为主房屋类型： 二手房 装修户型： 二居室 装修风格： 现代简约 具体要求：三口之家，孩子刚大学毕业。一、建筑面积76.5平米，两室1卫，阳台正东向，楼层8，总层数32层。层高2.8米。位于重庆二、        装修风格现代简约风格，总体色调温馨舒适，简洁耐看。各房间色调可以自成一体。家具较少考虑定制三、        总体要求突出实用性和耐用性。在不影响调整美感的前提下多考虑收纳。四、        预算装修预算5万以内，含家具、地板、吊顶装饰、灯具装饰五、        具体需求(一)        客厅：墙壁颜色以浅色为主，地板浅色。地面铺瓷砖；电视墙下方考虑收纳柜。(二)        餐厅：(三)        靠主卫的次卧墙上做一面衣柜和电脑与梳妆台和用功能区。(四)        厨房：I形橱柜，另一面墙放置微波炉、烤箱、热水器。(五)        可以考虑少硬装多软装(六)        主卧：门口用一面墙做衣柜。(七)        次卧：床多考虑收纳，孩子的卧室。考虑书桌、书架和部分衣柜。(八)        主卫 :蹲便器、浴柜、淋浴。（十） 走道：墙、顶考虑装饰(十一)  客厅阳台：洗衣机、杂物柜六、中标条件：（对服务商交稿要求）1、设计需是符合我的需求设计理念的个性化方案。2、设计简要说明阐述设计理由，设计图纸详尽、便于施工。3、布局合理，功能实用，切合实际、简约时尚，考虑相对较全4、竞标人员客厅餐厅、书房效果图参考，中标后必须提供全套效果图，施工图，以及水电布局图，及材料清单和验收步骤及标准；5、设计师对设计的方案根据双方交流能进行合理及时修改。七、中标后须提供的资料1、平面、立面图：要求详细注明各工作区和功能区名称，有高差变化时须注明标高；2、效果图要能清楚的看到各角度的墙面、地面及吊顶；效果图纸应包括每个房间（家具、电器和灯饰的摆放)及通道的效果；3、简约施工图纸一套；4、为方便施工及监理，必须附有主要的施工工艺说明及施工注意事项的说明资料；5、设计图纸能够 打印输出。6、详细的材料清单及预算，名称、规格型号，数量，参考品牌，参考价格等便于我今后方便购买。八、工期:10月10号之前九、预算:5万,2015-09-23,2015.10.13,任务编号：381595,1000.0,"10天,7天,5天,3天,7天","广东省-广州市-番禺区,贵州省-贵阳市-云岩区,山东省-济南市,山西省-忻州市-原平市,安徽省-铜陵市-市辖区",广州恒毅装饰设计工作室,工作室,五品,40分,,,展厅装修设计,价格面议,幼儿园全园设计,价格面议,家居设计,价格面议,家居设计,价格面议,家居设计,价格面议,,价格面议,包装设计,价格面议,包装设计,价格面议,家具设计,价格面议
